Documento;Hora_completa;;Hora;Habitat;Indice;Valor;;;;;
UCR03__0__20210704_005032.wav;005032.wav;00;;Urbano;Bioacustic;17.178152586019;;;;;
UCR03__0__20210704_030032.wav;030032.wav;03;;Urbano;Bioacustic;14.9874431842075;;;;;
UCR03__0__20210704_051032.wav;051032.wav;05;;Urbano;Bioacustic;33.7020972975077;;;;;
UCR03__0__20210704_072032.wav;072032.wav;07;;Urbano;Bioacustic;33.6686897590928;;;;;
UCR03__0__20210704_093032.wav;093032.wav;09;;Urbano;Bioacustic;31.6369149312811;;;;;
UCR03__0__20210704_114032.wav;114032.wav;11;;Urbano;Bioacustic;30.9997437383244;;;;;
UCR03__0__20210704_135032.wav;135032.wav;13;;Urbano;Bioacustic;27.9228855377618;;;;;
UCR03__0__20210704_160032.wav;160032.wav;16;;Urbano;Bioacustic;26.3787127075259;;;;;
UCR03__0__20210704_181032.wav;181032.wav;18;;Urbano;Bioacustic;20.0606902010818;;;;;
UCR03__0__20210704_202032.wav;202032.wav;20;;Urbano;Bioacustic;26.9654510736626;;;;;
UCR03__0__20210704_223032.wav;223032.wav;22;;Urbano;Bioacustic;27.3655125566234;;;;;
UCR03__0__20210705_004032.wav;004032.wav;00;;Urbano;Bioacustic;23.9454677788058;;;;;
UCR03__0__20210705_025032.wav;025032.wav;02;;Urbano;Bioacustic;27.5974084132355;;;;;
UCR03__0__20210705_050032.wav;050032.wav;05;;Urbano;Bioacustic;25.2294434727116;;;;;
UCR03__0__20210705_071032.wav;071032.wav;07;;Urbano;Bioacustic;22.0029412470466;;;;;
UCR03__0__20210705_092032.wav;092032.wav;09;;Urbano;Bioacustic;21.6548435085602;;;;;
UCR03__0__20210705_113032.wav;113032.wav;11;;Urbano;Bioacustic;25.4642984785792;;;;;
UCR03__0__20210705_134032.wav;134032.wav;13;;Urbano;Bioacustic;21.2309486062578;;;;;
UCR03__0__20210705_155032.wav;155032.wav;15;;Urbano;Bioacustic;22.4317325626064;;;;;
UCR03__0__20210705_180032.wav;180032.wav;18;;Urbano;Bioacustic;19.4044906231813;;;;;
UCR03__0__20210705_201032.wav;201032.wav;20;;Urbano;Bioacustic;26.8012759300147;;;;;
UCR03__0__20210705_222032.wav;222032.wav;22;;Urbano;Bioacustic;22.6190825310097;;;;;
UCR03__0__20210706_003032.wav;003032.wav;00;;Urbano;Bioacustic;23.6924778581818;;;;;
UCR03__0__20210706_024032.wav;024032.wav;02;;Urbano;Bioacustic;23.1911264520998;;;;;
UCR03__0__20210706_045032.wav;045032.wav;04;;Urbano;Bioacustic;25.9252390502602;;;;;
UCR03__0__20210706_070032.wav;070032.wav;07;;Urbano;Bioacustic;23.7245473124526;;;;;
UCR03__0__20210706_091032.wav;091032.wav;09;;Urbano;Bioacustic;22.7758252033826;;;;;
UCR03__0__20210706_112032.wav;112032.wav;11;;Urbano;Bioacustic;21.8050345485941;;;;;
UCR03__0__20210706_133032.wav;133032.wav;13;;Urbano;Bioacustic;23.7867666812825;;;;;
UCR03__0__20210706_154032.wav;154032.wav;15;;Urbano;Bioacustic;24.6809410014467;;;;;
UCR03__0__20210706_175032.wav;175032.wav;17;;Urbano;Bioacustic;23.7763998793999;;;;;
UCR03__0__20210706_200032.wav;200032.wav;20;;Urbano;Bioacustic;29.3093295332032;;;;;
UCR03__0__20210706_221032.wav;221032.wav;22;;Urbano;Bioacustic;27.8695318264421;;;;;
UCR03__0__20210707_002032.wav;002032.wav;00;;Urbano;Bioacustic;24.5983100436359;;;;;
UCR03__0__20210707_023032.wav;023032.wav;02;;Urbano;Bioacustic;18.3181788909029;;;;;
UCR03__0__20210707_044032.wav;044032.wav;04;;Urbano;Bioacustic;22.984360864577;;;;;
UCR03__0__20210707_065032.wav;065032.wav;06;;Urbano;Bioacustic;24.5336113957221;;;;;
UCR03__0__20210707_090032.wav;090032.wav;09;;Urbano;Bioacustic;22.3088104708073;;;;;
UCR03__0__20210707_111032.wav;111032.wav;11;;Urbano;Bioacustic;21.5619413074828;;;;;
UCR03__0__20210707_132032.wav;132032.wav;13;;Urbano;Bioacustic;23.0209224112152;;;;;
UCR03__0__20210707_153032.wav;153032.wav;15;;Urbano;Bioacustic;23.3857932556577;;;;;
UCR03__0__20210707_174032.wav;174032.wav;17;;Urbano;Bioacustic;21.9648489178443;;;;;
UCR03__0__20210707_195032.wav;195032.wav;19;;Urbano;Bioacustic;22.2535740499711;;;;;
UCR03__0__20210707_220032.wav;220032.wav;22;;Urbano;Bioacustic;19.7239899038087;;;;;
VUELTA2__0__20200212_102729.wav;102729.wav;10;;Bosque;Bioacustic;15.3405347386177;;;;;
VUELTA2__0__20200212_123729.wav;123729.wav;12;;Bosque;Bioacustic;28.4773388790566;;;;;
VUELTA2__0__20200212_144729.wav;144729.wav;14;;Bosque;Bioacustic;18.9223423284778;;;;;
VUELTA2__0__20200212_165729.wav;165729.wav;16;;Bosque;Bioacustic;22.1618961889599;;;;;
VUELTA2__0__20200212_190729.wav;190729.wav;19;;Bosque;Bioacustic;73.6974453039194;;;;;
VUELTA2__0__20200212_211729.wav;211729.wav;21;;Bosque;Bioacustic;73.0606682220452;;;;;
VUELTA2__0__20200212_232729.wav;232729.wav;23;;Bosque;Bioacustic;57.9549435556644;;;;;
VUELTA2__0__20200213_013729.wav;013729.wav;01;;Bosque;Bioacustic;61.2381563645087;;;;;
VUELTA2__0__20200213_034729.wav;034729.wav;03;;Bosque;Bioacustic;58.7199149554267;;;;;
VUELTA2__0__20200213_055729.wav;055729.wav;05;;Bosque;Bioacustic;22.6133691990574;;;;;
VUELTA2__0__20200213_080729.wav;080729.wav;08;;Bosque;Bioacustic;21.6060915339756;;;;;
VUELTA2__0__20200213_101729.wav;101729.wav;10;;Bosque;Bioacustic;25.8628657618557;;;;;
VUELTA2__0__20200213_122729.wav;122729.wav;12;;Bosque;Bioacustic;27.5574654742504;;;;;
VUELTA2__0__20200213_143729.wav;143729.wav;14;;Bosque;Bioacustic;20.0096285861398;;;;;
VUELTA2__0__20200213_164729.wav;164729.wav;16;;Bosque;Bioacustic;15.8194890593367;;;;;
VUELTA2__0__20200213_185729.wav;185729.wav;18;;Bosque;Bioacustic;68.328656167957;;;;;
VUELTA2__0__20200213_210729.wav;210729.wav;21;;Bosque;Bioacustic;72.9826685654665;;;;;
VUELTA2__0__20200213_231729.wav;231729.wav;23;;Bosque;Bioacustic;70.8815832614144;;;;;
VUELTA2__0__20200214_012729.wav;012729.wav;01;;Bosque;Bioacustic;40.7762299733661;;;;;
VUELTA2__0__20200214_033729.wav;033729.wav;03;;Bosque;Bioacustic;50.6951583781009;;;;;
VUELTA2__0__20200214_054729.wav;054729.wav;05;;Bosque;Bioacustic;20.8111128901607;;;;;
VUELTA2__0__20200214_075729.wav;075729.wav;07;;Bosque;Bioacustic;27.2692557138193;;;;;
VUELTA2__0__20200214_100729.wav;100729.wav;10;;Bosque;Bioacustic;19.480838058826;;;;;
VUELTA2__0__20200214_121729.wav;121729.wav;12;;Bosque;Bioacustic;19.1424360399203;;;;;
VUELTA2__0__20200214_142729.wav;142729.wav;14;;Bosque;Bioacustic;22.5074392552878;;;;;
VUELTA2__0__20200214_163729.wav;163729.wav;16;;Bosque;Bioacustic;16.8540376919082;;;;;
VUELTA2__0__20200214_184729.wav;184729.wav;18;;Bosque;Bioacustic;71.3429085633859;;;;;
VUELTA2__0__20200214_205729.wav;205729.wav;20;;Bosque;Bioacustic;67.0416404301692;;;;;
VUELTA2__0__20200214_230729.wav;230729.wav;23;;Bosque;Bioacustic;72.0553390663974;;;;;
VUELTA2__0__20200215_011729.wav;011729.wav;01;;Bosque;Bioacustic;65.6789180628837;;;;;
VUELTA2__0__20200215_032729.wav;032729.wav;03;;Bosque;Bioacustic;53.262606756615;;;;;
VUELTA2__0__20200215_053729.wav;053729.wav;05;;Bosque;Bioacustic;12.5475144606515;;;;;
VUELTA2__0__20200215_074729.wav;074729.wav;07;;Bosque;Bioacustic;25.0019512840777;;;;;
VUELTA2__0__20200215_095729.wav;095729.wav;09;;Bosque;Bioacustic;20.3366770623633;;;;;
VUELTA2__0__20200215_120729.wav;120729.wav;12;;Bosque;Bioacustic;17.996312272584;;;;;
VUELTA2__0__20200215_141729.wav;141729.wav;14;;Bosque;Bioacustic;21.0074962488587;;;;;
VUELTA2__0__20200215_162729.wav;162729.wav;16;;Bosque;Bioacustic;19.4527178960945;;;;;
VUELTA2__0__20200215_183729.wav;183729.wav;18;;Bosque;Bioacustic;63.9448941116563;;;;;
VUELTA2__0__20200215_204729.wav;204729.wav;20;;Bosque;Bioacustic;65.0197031944943;;;;;
VUELTA2__0__20200215_225729.wav;225729.wav;22;;Bosque;Bioacustic;45.1960409388524;;;;;
VUELTA2__0__20200216_010729.wav;010729.wav;01;;Bosque;Bioacustic;51.4693677098083;;;;;
VUELTA2__0__20200216_031729.wav;031729.wav;03;;Bosque;Bioacustic;54.9648116349617;;;;;
VUELTA2__0__20200216_052729.wav;052729.wav;05;;Bosque;Bioacustic;18.6733037125798;;;;;
VUELTA2__0__20200216_073729.wav;073729.wav;07;;Bosque;Bioacustic;20.2086230735698;;;;;
VUELTA2__0__20200216_094729.wav;094729.wav;09;;Bosque;Bioacustic;42.2462378452308;;;;;
VUELTA2__0__20200216_115729.wav;115729.wav;11;;Bosque;Bioacustic;26.6016454026088;;;;;
VUELTA2__0__20200216_140729.wav;140729.wav;14;;Bosque;Bioacustic;14.3111162356674;;;;;
VUELTA2__0__20200216_161729.wav;161729.wav;16;;Bosque;Bioacustic;27.1771148565986;;;;;
VUELTA2__0__20200216_182729.wav;182729.wav;18;;Bosque;Bioacustic;64.2170770911336;;;;;
VUELTA2__0__20200216_203729.wav;203729.wav;20;;Bosque;Bioacustic;71.7060343252323;;;;;
VUELTA2__0__20200216_224729.wav;224729.wav;22;;Bosque;Bioacustic;63.2656350684694;;;;;
VUELTA2__0__20200217_005729.wav;005729.wav;00;;Bosque;Bioacustic;68.4682104414254;;;;;
VUELTA2__0__20200217_030729.wav;030729.wav;03;;Bosque;Bioacustic;65.3216347475893;;;;;
VUELTA2__0__20200217_051729.wav;051729.wav;05;;Bosque;Bioacustic;37.2436401826955;;;;;
VUELTA2__0__20200217_072729.wav;072729.wav;07;;Bosque;Bioacustic;20.4671307886061;;;;;
VUELTA2__0__20200217_093729.wav;093729.wav;09;;Bosque;Bioacustic;30.8004993556954;;;;;
VUELTA2__0__20200217_114729.wav;114729.wav;11;;Bosque;Bioacustic;26.3891649336967;;;;;
VUELTA2__0__20200217_135729.wav;135729.wav;13;;Bosque;Bioacustic;15.518471259428;;;;;
VUELTA2__0__20200217_160729.wav;160729.wav;16;;Bosque;Bioacustic;20.6321297839614;;;;;
VUELTA2__0__20200217_181729.wav;181729.wav;18;;Bosque;Bioacustic;60.3402996655121;;;;;
VUELTA2__0__20200217_202729.wav;202729.wav;20;;Bosque;Bioacustic;68.8855923289829;;;;;
VUELTA2__0__20200217_223729.wav;223729.wav;22;;Bosque;Bioacustic;57.8960567067102;;;;;
VUELTA2__0__20200218_004729.wav;004729.wav;00;;Bosque;Bioacustic;45.8635083955203;;;;;
VUELTA2__0__20200218_025729.wav;025729.wav;02;;Bosque;Bioacustic;56.5897564403219;;;;;
VUELTA2__0__20200218_050729.wav;050729.wav;05;;Bosque;Bioacustic;36.1056914876273;;;;;
VUELTA2__0__20200218_071729.wav;071729.wav;07;;Bosque;Bioacustic;19.9278106333508;;;;;
VUELTA2__0__20200218_092729.wav;092729.wav;09;;Bosque;Bioacustic;19.5266480893557;;;;;
VUELTA2__0__20200218_113729.wav;113729.wav;11;;Bosque;Bioacustic;16.4289921823312;;;;;
VUELTA2__0__20200218_134729.wav;134729.wav;13;;Bosque;Bioacustic;19.4986365768286;;;;;
VUELTA2__0__20200218_155729.wav;155729.wav;15;;Bosque;Bioacustic;44.1095528276614;;;;;
VUELTA2__0__20200218_180729.wav;180729.wav;18;;Bosque;Bioacustic;54.160940277563;;;;;
VUELTA2__0__20200218_201729.wav;201729.wav;20;;Bosque;Bioacustic;68.1560048341309;;;;;
VUELTA2__0__20200218_222729.wav;222729.wav;22;;Bosque;Bioacustic;68.6985385973905;;;;;
VUELTA2__0__20200219_003729.wav;003729.wav;00;;Bosque;Bioacustic;62.5141972821165;;;;;
VUELTA2__0__20200219_024729.wav;024729.wav;02;;Bosque;Bioacustic;56.5547453441148;;;;;
VUELTA2__0__20200219_045729.wav;045729.wav;04;;Bosque;Bioacustic;36.7278657821441;;;;;
VUELTA2__0__20200219_070729.wav;070729.wav;07;;Bosque;Bioacustic;16.4624076687454;;;;;
VUELTA2__0__20200219_091729.wav;091729.wav;09;;Bosque;Bioacustic;34.0143000371465;;;;;
VUELTA2__0__20200219_112729.wav;112729.wav;11;;Bosque;Bioacustic;22.5227099201674;;;;;
VUELTA2__0__20200219_133729.wav;133729.wav;13;;Bosque;Bioacustic;29.8022651317511;;;;;
VUELTA2__0__20200219_154729.wav;154729.wav;15;;Bosque;Bioacustic;27.3772941445963;;;;;
Vuelta3__0__20210415_133416.wav;133416.wav;13;;Bosque;Bioacustic;36.076806928813;;;;;
Vuelta3__0__20210415_154416.wav;154416.wav;15;;Bosque;Bioacustic;46.2806021618736;;;;;
Vuelta3__0__20210415_175416.wav;175416.wav;17;;Bosque;Bioacustic;48.9136701626204;;;;;
Vuelta3__0__20210415_200416.wav;200416.wav;20;;Bosque;Bioacustic;43.2147428441569;;;;;
Vuelta3__0__20210415_221416.wav;221416.wav;22;;Bosque;Bioacustic;52.2581590909388;;;;;
Vuelta3__0__20210416_002416.wav;002416.wav;00;;Bosque;Bioacustic;57.4263209645426;;;;;
Vuelta3__0__20210416_023416.wav;023416.wav;02;;Bosque;Bioacustic;63.6044108735948;;;;;
Vuelta3__0__20210416_044416.wav;044416.wav;04;;Bosque;Bioacustic;49.8951805229238;;;;;
Vuelta3__0__20210416_065416.wav;065416.wav;06;;Bosque;Bioacustic;19.5468602902627;;;;;
Vuelta3__0__20210416_090416.wav;090416.wav;09;;Bosque;Bioacustic;21.0237171527649;;;;;
Vuelta3__0__20210416_111416.wav;111416.wav;11;;Bosque;Bioacustic;15.8163371811774;;;;;
Vuelta3__0__20210416_132416.wav;132416.wav;13;;Bosque;Bioacustic;21.9904057708014;;;;;
Vuelta3__0__20210416_153416.wav;153416.wav;15;;Bosque;Bioacustic;27.6176288989275;;;;;
Vuelta3__0__20210416_174416.wav;174416.wav;17;;Bosque;Bioacustic;27.961517241859;;;;;
Vuelta3__0__20210416_195416.wav;195416.wav;19;;Bosque;Bioacustic;35.5061911259099;;;;;
Vuelta3__0__20210416_220416.wav;220416.wav;22;;Bosque;Bioacustic;51.9258493187168;;;;;
Vuelta3__0__20210417_001416.wav;001416.wav;00;;Bosque;Bioacustic;55.4378762178857;;;;;
Vuelta3__0__20210417_022416.wav;022416.wav;02;;Bosque;Bioacustic;50.5188170869402;;;;;
Vuelta3__0__20210417_043416.wav;043416.wav;04;;Bosque;Bioacustic;48.3794726462634;;;;;
Vuelta3__0__20210417_064416.wav;064416.wav;06;;Bosque;Bioacustic;50.3579310101577;;;;;
Vuelta3__0__20210417_085416.wav;085416.wav;08;;Bosque;Bioacustic;41.7459457902176;;;;;
Vuelta3__0__20210417_110416.wav;110416.wav;11;;Bosque;Bioacustic;20.8389745199953;;;;;
Vuelta3__0__20210417_131416.wav;131416.wav;13;;Bosque;Bioacustic;21.4154751419824;;;;;
Vuelta3__0__20210417_152416.wav;152416.wav;15;;Bosque;Bioacustic;26.9489954883064;;;;;
Vuelta3__0__20210417_173416.wav;173416.wav;17;;Bosque;Bioacustic;39.5930684056323;;;;;
Vuelta3__0__20210417_194416.wav;194416.wav;19;;Bosque;Bioacustic;51.8428510175097;;;;;
Vuelta3__0__20210417_215416.wav;215416.wav;21;;Bosque;Bioacustic;58.6957441853672;;;;;
Vuelta3__0__20210418_000416.wav;000416.wav;00;;Bosque;Bioacustic;58.9216553816864;;;;;
Vuelta3__0__20210418_021416.wav;021416.wav;02;;Bosque;Bioacustic;53.9029001371121;;;;;
Vuelta3__0__20210418_042416.wav;042416.wav;04;;Bosque;Bioacustic;50.5808296116262;;;;;
Vuelta3__0__20210418_063416.wav;063416.wav;06;;Bosque;Bioacustic;53.646255254707;;;;;
Vuelta3__0__20210418_084416.wav;084416.wav;08;;Bosque;Bioacustic;53.8909941478475;;;;;
Vuelta3__0__20210418_105416.wav;105416.wav;10;;Bosque;Bioacustic;31.0846654172865;;;;;
Vuelta3__0__20210418_130416.wav;130416.wav;13;;Bosque;Bioacustic;28.1300598181775;;;;;
Vuelta3__0__20210418_151416.wav;151416.wav;15;;Bosque;Bioacustic;27.2983737006142;;;;;
Vuelta3__0__20210418_172416.wav;172416.wav;17;;Bosque;Bioacustic;21.5306206603565;;;;;
Vuelta3__0__20210418_193416.wav;193416.wav;19;;Bosque;Bioacustic;68.7152897997799;;;;;
Vuelta3__0__20210418_214416.wav;214416.wav;21;;Bosque;Bioacustic;68.7212890015544;;;;;
Vuelta3__0__20210418_235416.wav;235416.wav;23;;Bosque;Bioacustic;68.4282918587433;;;;;
Vuelta3__0__20210419_020416.wav;020416.wav;02;;Bosque;Bioacustic;54.5175561732287;;;;;
Vuelta3__0__20210419_041416.wav;041416.wav;04;;Bosque;Bioacustic;52.3286201784678;;;;;
Vuelta3__0__20210419_062416.wav;062416.wav;06;;Bosque;Bioacustic;25.8712503748891;;;;;
Vuelta3__0__20210419_083416.wav;083416.wav;08;;Bosque;Bioacustic;18.9925670553971;;;;;
Vuelta3__0__20210419_104416.wav;104416.wav;10;;Bosque;Bioacustic;38.7290866906792;;;;;
Vuelta3__0__20210419_125416.wav;125416.wav;12;;Bosque;Bioacustic;23.5821260133148;;;;;
Vuelta3__0__20210419_150416.wav;150416.wav;15;;Bosque;Bioacustic;21.4481595350604;;;;;
Vuelta3__0__20210419_171416.wav;171416.wav;17;;Bosque;Bioacustic;33.2465952758895;;;;;
Vuelta3__0__20210419_192416.wav;192416.wav;19;;Bosque;Bioacustic;58.1989108191166;;;;;
Vuelta3__0__20210419_213416.wav;213416.wav;21;;Bosque;Bioacustic;54.8720730491384;;;;;
Vuelta3__0__20210419_234416.wav;234416.wav;23;;Bosque;Bioacustic;64.4071983401031;;;;;
Vuelta3__0__20210420_015416.wav;015416.wav;01;;Bosque;Bioacustic;57.7940210677591;;;;;
Vuelta3__0__20210420_040416.wav;040416.wav;04;;Bosque;Bioacustic;54.9967544861879;;;;;
Vuelta3__0__20210420_061416.wav;061416.wav;06;;Bosque;Bioacustic;47.3129559532931;;;;;
Vuelta3__0__20210420_082416.wav;082416.wav;08;;Bosque;Bioacustic;21.3533401544309;;;;;
Vuelta3__0__20210420_103416.wav;103416.wav;10;;Bosque;Bioacustic;35.9712630079616;;;;;
Vuelta3__0__20210420_124416.wav;124416.wav;12;;Bosque;Bioacustic;29.3077765086851;;;;;
Vuelta3__0__20210420_145416.wav;145416.wav;14;;Bosque;Bioacustic;30.0577728043777;;;;;
Vuelta3__0__20210420_170416.wav;170416.wav;17;;Bosque;Bioacustic;35.0024134923632;;;;;
Vuelta3__0__20210420_191416.wav;191416.wav;19;;Bosque;Bioacustic;57.914041801706;;;;;
Vuelta3__0__20210420_212416.wav;212416.wav;21;;Bosque;Bioacustic;63.5022869022674;;;;;
Vuelta3__0__20210420_233416.wav;233416.wav;23;;Bosque;Bioacustic;52.4214500211831;;;;;
Vuelta3__0__20210421_014416.wav;014416.wav;01;;Bosque;Bioacustic;63.4716754144389;;;;;
Vuelta3__0__20210421_035416.wav;035416.wav;03;;Bosque;Bioacustic;52.2120632037243;;;;;
Vuelta3__0__20210421_060416.wav;060416.wav;06;;Bosque;Bioacustic;44.1224952195437;;;;;
Vuelta3__0__20210421_081416.wav;081416.wav;08;;Bosque;Bioacustic;25.3696715424322;;;;;
Vuelta3__0__20210421_102416.wav;102416.wav;10;;Bosque;Bioacustic;27.9320770988722;;;;;
Vuelta3__0__20210421_123416.wav;123416.wav;12;;Bosque;Bioacustic;16.0329880545694;;;;;
Vuelta3__0__20210421_144416.wav;144416.wav;14;;Bosque;Bioacustic;20.2602456519542;;;;;
Vuelta3__0__20210421_165416.wav;165416.wav;16;;Bosque;Bioacustic;26.6914559900503;;;;;
Vuelta3__0__20210421_190416.wav;190416.wav;19;;Bosque;Bioacustic;61.4835290188104;;;;;
Vuelta3__0__20210421_211416.wav;211416.wav;21;;Bosque;Bioacustic;57.79574510481;;;;;
Vuelta3__0__20210421_232416.wav;232416.wav;23;;Bosque;Bioacustic;54.0492879134785;;;;;
ALLUE-2__0__20200219_194758.wav;194758.wav;19;;Bosque;Entropia;0.951309701905434;;;;;
ALLUE-2__0__20200219_215758.wav;215758.wav;21;;Bosque;Entropia;0.952733675660743;;;;;
ALLUE-2__0__20200220_000758.wav;000758.wav;00;;Bosque;Entropia;0.954688340768841;;;;;
ALLUE-2__0__20200220_021758.wav;021758.wav;02;;Bosque;Entropia;0.957637252026861;;;;;
ALLUE-2__0__20200220_042758.wav;042758.wav;04;;Bosque;Entropia;0.958678557586626;;;;;
ALLUE-2__0__20200220_063758.wav;063758.wav;06;;Bosque;Entropia;0.951502889684857;;;;;
ALLUE-2__0__20200220_084758.wav;084758.wav;08;;Bosque;Entropia;0.945776620975994;;;;;
ALLUE-2__0__20200220_105758.wav;105758.wav;10;;Bosque;Entropia;0.954287648670798;;;;;
ALLUE-2__0__20200220_130758.wav;130758.wav;13;;Bosque;Entropia;0.951265858511231;;;;;
ALLUE-2__0__20200220_151758.wav;151758.wav;15;;Bosque;Entropia;0.952929200132688;;;;;
ALLUE-2__0__20200220_172758.wav;172758.wav;17;;Bosque;Entropia;0.88437912654566;;;;;
ALLUE-2__0__20200220_193758.wav;193758.wav;19;;Bosque;Entropia;0.948493606168834;;;;;
ALLUE-2__0__20200220_214758.wav;214758.wav;21;;Bosque;Entropia;0.951496255310583;;;;;
ALLUE-2__0__20200220_235758.wav;235758.wav;23;;Bosque;Entropia;0.955286950265601;;;;;
ALLUE-2__0__20200221_020758.wav;020758.wav;02;;Bosque;Entropia;0.956391108330926;;;;;
ALLUE-2__0__20200221_041758.wav;041758.wav;04;;Bosque;Entropia;0.957908808071302;;;;;
ALLUE-2__0__20200221_062758.wav;062758.wav;06;;Bosque;Entropia;0.955015156374217;;;;;
ALLUE-2__0__20200221_083758.wav;083758.wav;08;;Bosque;Entropia;0.947270007303511;;;;;
ALLUE-2__0__20200221_104758.wav;104758.wav;10;;Bosque;Entropia;0.957041868449069;;;;;
ALLUE-2__0__20200221_125758.wav;125758.wav;12;;Bosque;Entropia;0.943033310597118;;;;;
ALLUE-2__0__20200221_150758.wav;150758.wav;15;;Bosque;Entropia;0.955759249364162;;;;;
ALLUE-2__0__20200221_171758.wav;171758.wav;17;;Bosque;Entropia;0.879246507090846;;;;;
ALLUE-2__0__20200221_192758.wav;192758.wav;19;;Bosque;Entropia;0.936455051467642;;;;;
ALLUE-2__0__20200221_213758.wav;213758.wav;21;;Bosque;Entropia;0.936758215699704;;;;;
ALLUE-2__0__20200221_234758.wav;234758.wav;23;;Bosque;Entropia;0.936452546273069;;;;;
ALLUE-2__0__20200222_015758.wav;015758.wav;01;;Bosque;Entropia;0.939062491299373;;;;;
ALLUE-2__0__20200222_040758.wav;040758.wav;04;;Bosque;Entropia;0.941841670493018;;;;;
ALLUE-2__0__20200222_061758.wav;061758.wav;06;;Bosque;Entropia;0.941366482169376;;;;;
ALLUE-2__0__20200222_082758.wav;082758.wav;08;;Bosque;Entropia;0.919698743659381;;;;;
ALLUE-2__0__20200222_103758.wav;103758.wav;10;;Bosque;Entropia;0.94578985256922;;;;;
ALLUE-2__0__20200222_124758.wav;124758.wav;12;;Bosque;Entropia;0.951828404839046;;;;;
ALLUE-2__0__20200222_145758.wav;145758.wav;14;;Bosque;Entropia;0.957365613263058;;;;;
ALLUE-2__0__20200222_170758.wav;170758.wav;17;;Bosque;Entropia;0.904525608180806;;;;;
ALLUE-2__0__20200222_191758.wav;191758.wav;19;;Bosque;Entropia;0.950317141470578;;;;;
ALLUE-2__0__20200222_212758.wav;212758.wav;21;;Bosque;Entropia;0.948558990665315;;;;;
ALLUE-2__0__20200222_233758.wav;233758.wav;23;;Bosque;Entropia;0.948141055774749;;;;;
ALLUE-2__0__20200223_014758.wav;014758.wav;01;;Bosque;Entropia;0.951953492278041;;;;;
ALLUE-2__0__20200223_035758.wav;035758.wav;03;;Bosque;Entropia;0.954580536958683;;;;;
ALLUE-2__0__20200223_060758.wav;060758.wav;06;;Bosque;Entropia;0.954812618384739;;;;;
ALLUE-2__0__20200223_081758.wav;081758.wav;08;;Bosque;Entropia;0.954590351955988;;;;;
ALLUE-2__0__20200223_102758.wav;102758.wav;10;;Bosque;Entropia;0.955821860680163;;;;;
ALLUE-2__0__20200223_123758.wav;123758.wav;12;;Bosque;Entropia;0.956944566488001;;;;;
ALLUE-2__0__20200223_144758.wav;144758.wav;14;;Bosque;Entropia;0.95612341818676;;;;;
ALLUE-2__0__20200223_165758.wav;165758.wav;16;;Bosque;Entropia;0.957170839258552;;;;;
ALLUE-2__0__20200223_190758.wav;190758.wav;19;;Bosque;Entropia;0.952636210374613;;;;;
ALLUE-2__0__20200223_211758.wav;211758.wav;21;;Bosque;Entropia;0.953094185898234;;;;;
ALLUE-2__0__20200223_232758.wav;232758.wav;23;;Bosque;Entropia;0.952406295513557;;;;;
ALLUE-2__0__20200224_013758.wav;013758.wav;01;;Bosque;Entropia;0.951984979883774;;;;;
